job_num,job_title,job_comloc,job_experience,job_description
207,SkillBridge (DoD) Internship – Software Engineer with Security Clearance,"ClearanceJobs Huntsville, AL On-site",Internship · Internship,"About the job
Overview i3 is proud to help our nation's military personnel make the transition to civilian careers through the Department of Defense (DoD) SkillBridge program. These opportunities are specifically for transitioning service members to gain valuable civilian work experience through an individual internship during their last 6 months of service, for up to 180 days. Participants are not eligible for compensation as they continue to receive military compensation and benefits as active-duty service members. i3 will consider any active-duty member that is eligible for the DoD SkillBridge program; however, for immediate consideration, we are looking for Military members to fill the following role(s):
C# Software Engineer
Full Stack Software Engineer Responsibilities Candidate will develop software in C#, with an emphasis on event driven, user interaction (UI) heavy software focusing on graphics and game engine technology. Candidate will develop software designs using best practices and object-oriented methodologies. Software will be developed using an agile-scrum development style, in conjunction with a multi-disciplinary team including 3D artists, creative designers, and instructional system designers. The candidate will be familiar with good configuration management practices and will be responsible for proper code maintenance, merging, and configuration management. Position Location: Huntsville, AL or Orlando, FL CONUS Travel required: Less than 10 % Qualifications SkillBridge Requirements:
Must be a current Active Duty Service member.
Must be separating from the Military within 180 days.
Will receive an honorable discharge.
Must be able to complete 40 hours per week.
Willingness to learn from others on the job.
Received Unit Commander (first O-4/Field Grade commander in chain of command) written authorization and approval to participate in DoD SkillBridge Program prior to start of internship. For more information on the DoD SkillBridge program, please visit https://dodskillbridge.usalearning.gov/. Required Experience:
Be a US citizen
Have a Bachelor's degree (or advanced degree) in computer science, engineering, mathematics, or the hard sciences
Have experience developing software
Experience (academic or professional) in at least one programming language, such as C, C++, Java, or Python Preferred Experience:
Candidate must have or be able to obtain a Secret security clearance or higher.
Familiarity with GIT for software source control and configuration management
Familiarity with 3D graphics programming : DirectX, OpenGL, or game engine experience is a plus
Experience with C or C++ is a plus Have experience with Agile Scrum development methodology and associated tools
Experience with a configuration management software tool About i3 Headquartered in Huntsville, AL, i3 is a national leader in providing innovative technical and engineering solutions to a broad customer base across the U.S. DoD. Specializing in missile and aviation engineering and logistic services, electronic warfare and electromagnetic affects analysis, UAS system integration and flight operations, full lifecycle C5ISR engineering services, engineering analysis, cybersecurity and IT/IA innovative solutions and virtual training, simulation & serious game development and implementation.
We were founded in 2007 with the intent to do business differently.
Our focus is to leave our team members, our customers and our communities better than we found them.
Our ultimate goal is to strengthen our Nation and our warfighter. Perks and Benefits at i3:
100% team member owned
Outstanding insurance coverage
401(k) match
Health and wellness incentives
Tuition and certification reimbursement
Generous PTO
Fun culture with company activities
Countless opportunities to give back to the community through our charitable organization, i3 Cares We work hard. We compete hard. We play hard. Apply now to join us!"
208,Algorithms Software Intern (Fall 2023),"Formlabs Somerville, MA On-site",Internship · Internship,"About the job
To reinvent an industry, you have to build the best team. Join Formlabs if you want to bring groundbreaking professional 3D printers to the desktop of every designer, engineer, researcher, and artist in the world.

Software is at the center of our product development, as it bridges the transition from digital models to beautiful physical form in 3D printing. As an intern on our software team, you'll get to see code you write released in software that ships to customers. Our software team constantly works to improve the UI experience, and loves to get their hands dirty with 3D geometric algorithms and other puzzling problems.

If you're passionate about software and want to help build the best desktop 3D printing software on the market, we want you as an Algorithms Software Intern.

Internship Term: Fall 2023

Commitment: Full-time

Location: Onsite in Somerville, MA

Application Requirements: Sharing examples of projects you've worked on or anything you've built is encouraged

The Job
Develop novel and performant algorithms in modern C++ to tackle problems related to laser path planning, physics modeling, computational geometry, and 3D rendering
Optimize and improve existing code to make every clock cycle count
End-to-end feature development including design, implementation, and validation
Cross platform (Win, Mac) desktop application development using C++17 and Qt
Design and implement well-structured code with strong focus on maintainability, reusability, and testing
Work in an agile product-focused environment

You
Interested in developing high-performance software at the intersection of mathematics and science
Comfortable tackling complex problems in unfamiliar domains, reading papers to understand the state-of-the-art
Interested in image processing and geometry algorithms, parallel computing, and related mathematics
Experienced in developing and optimizing low-level software (bonus points for C++!)"
209,Software Intern,"Turion Space Irvine, CA On-site","$70,000/yr - $85,000/yr (from job description) · Internship · Internship","About the job
Department: Vehicle / Ground Software

Employment Type: Internship

Location: Irvine, California

Compensation: $70,000 - $85,000 / year

Description

Looking for software interns for our internal simulation and modeling tools, flight software, propulsion analysis, computer vision projects, and internal and external facing applications (mcs, website, software products)

Key Responsibilities

Performs moderately complex development activities, including the design, implementation, maintenance, testing, and documentation of software modules and sub-systems
Manage and track software development in an agile environment
Coordinate solution design and development activities requiring extensive analysis in areas such as user experience, software design, and solver research
Act as a technical reference within a group or solution
Develop and employ the best practices and maintain them through technical reviews and mentoring
Perform complex bug verification, release testing, and beta support across multiple solutions
Operate without direct supervision and may function as a team leader, project manager, or software architect
Build and integrate software processes and tools that improve the velocity and effectiveness of the TSC's R&D projects
Contribute to the engineering roadmap process by highlighting technical gaps and opportunities impacting TSC's R&D projects
Own all aspects of the software engineering and product development
Actively interface with users to learn their problems and create efficient solutions
Bring your voice to the table in team collaborations on architecture, design, and code reviews
Create new applications that improve how Turion Space operates

Minimum Qualifications

Great programmer"
210,Software Engineering Intern (Fall 2023),"Impulse Space Redondo Beach, CA On-site",Internship · Internship,"About the job
Department: Software Engineering

Employment Type: Full Time

Location: Redondo Beach

Reporting To: Atta Kashmiri

Compensation: $1,540 / week

Description

As a Software Intern your core responsibility will be to write embedded code on custom avionics hardware for executing ground test and flight functions. You will work with avionics hardware engineers, propulsion engineers, GNC engineers, and others. You will have the opportunity to contribute to various aspects of spacecraft development, including bench testing of new hardware, automation of test and manufacturing equipment, and writing code for use in flight.

NOTE:This internship is for Fall 2023, approximate dates of the internship can range from ~August - December.

Responsibilities

Implement and improve low-level processor functions such as controls of peripherals, and setup of communication interfaces
Implement and improve functions such as closed loop control of physical processes
Write scrappy code to support development testing of avionics, fluids, and propulsion devices
Write rigorous, reviewed, and tested code to support manufacturing and flight

Minimum Qualifications

Currently enrolled in a bachelor's or master's program in Computer Science, Computer Engineering, Electrical Engineering, or related field
Experience developing your own embedded microcontroller code for an extracurricular project, ideally in C, C++, Rust, or assembly
Ability to communicate technical challenges, explain rationale and/or resolve concerns

Preferred Skills And Experience

Experience implementing code for control of physical devices such as motors, batteries, power supplies, DAQs, CNCs, 3D printers, RC cars, radios, or just about anything else
Experience working collaboratively on a team with a mix of hardware and software engineers
Experience working in a vehicle development environment (cars, planes, rockets, satellites, drones, boats, etc)
Experience using version control, test cases, and other software best practices

Additional Requirements:

Willing and able to work on-site in Redondo Beach, CA for the duration of the internship

Additional Information:

Compensation bands are determined by role, level, location, and alignment with market data. Individual level and base pay is determined on a case-by-case basis and may vary based on job-related skills, education, experience, technical capabilities and internal equity.

To conform to U.S. Government space technology export regulations, including the International Traffic in Arms Regulations (ITAR) you must be a U.S. citizen, lawful permanent resident of the U.S., protected individual as defined by 8 U.S.C. 1324b(a)(3), or eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.

Impulse Space is an Equal Opportunity Employer; employment with Impulse Space is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status."
211,INTERN- Software Engineering Tools and Methods,"Vitesco Technologies Auburn Hills, TN On-site",Internship · Internship,"About the job
This job is sourced from a job board. Learn more
Job ID: 24902

Location:

Auburn Hills, US

INTERN- Software Engineering Tools and Methods

Job ID: 24902

Location: Auburn Hills

Salary Classification: Student

Overview

VT Engineering Tools team is seeking a software engineering intern to support various electrification and legacy software projects. The intern will be a contributor to the software engineering support activities and will play a key role in improving software tools and methods.

YEAR Round Intership

Core Responsibilities

Assist with migration of exising software repositories from an old tool to a new one.
Collaborate within the tools team providing support to specialized tools used for embedded SW development.
Support the setup and maintenance of test benches and Hardware in the Loop(HiL) systems in the SW laboratory.
Assist on implementation and rework of hardware solutions to fulfill specific requirements to improve test benches operation.
Support the overall operation of SW laboratory regarding policies observance, assets management and logistics.

Additional Responsibilities

Proactive, team-worker, and eager to learn.

Required Qualifications

Must be currently enrolled in a US accredited degree university/college.
Support software community with automating repetitive tasks, making support more efficient.
Embedded Systems / Hardware-in-loop Exp.

Course Of Study

Software Engineering or Computer Science.

Preferred Qualifications

The ideal candidate should be disciplined; can work independently and within a team environment.
Good programming skills; prior knowledge of scripting language; Python/Perl is desirable.
Embedded systems, Hardware-in-loop
Understanding of agile tools including Jira, Git, Gerrit.
Good communication skills within the team and internal customers.
Self starter: Able to learn new topics with minimal supervision.

Working Time: Full time

Business Unit: Engineering

Department: E EN TE ENV ATE

Your Contact Partner: Kenneth R Cummings

Vitesco Technologies is a leading international developer and manufacturer of cutting-edge drive systems for sustainable mobility. With intelligent system solutions and components for electric, hybrid, and internal combustion drive systems, Vitesco Technologies is making mobility clean, efficient, and affordable. The product portfolio includes electric drives, electronic controls, sensors and actuators, and exhaust gas treatment solutions. In 2022, Vitesco Technologies generated sales of around €9.07 billion and employs a workforce of around 38,000 employees at 50 locations. Vitesco Technologies is headquartered in Regensburg, Germany."
212,Intern/Co-op-FALL 2023 - Software Engineering,"Innovative Systems, Inc. Pittsburgh, PA On-site",Internship · Internship,"About the job
Innovative Systems/FinScan® a leading global provider of data management and on-premise risk and SaaS compliance solutions is seeking exceptional Computer Science or related technical majors who are creative and passionate about software design and development.

You will be given the opportunity to push the limits of your technical knowledge and analytic abilities as you work on challenging real-world problems within our Software Development group. This team develops Innovative’s world-class software products that are used by enterprises around the globe.

Voted a Top Workplace for the last 5 consecutive years, Innovative offers a fast-paced environment that feels like a start-up, but whose business and technology is built on a solid foundation of quality and success! You will learn and be mentored by some of the best and brightest in the field!

At Innovative, we look for exceptional individuals who see possibilities, not limits! If you are passionate about your career, have a thirst for challenge, and thrive on developing innovative solutions – this may be the place for you!

This is a highly competitive, paid internship/co-op position for the Fall 2023 (September - December) term, based at our world headquarters in Pittsburgh, PA.

Note: Post-COVID there are opportunities for working remotely or working a hybrid (mix of in-office and remote) schedule.

***Please only apply to this role if you are available for the Fall 2023 (September - December) term.***

***If you are available for both the Fall and Spring 2024 (Jan - May) terms, please feel free to apply to both opportunities.***

WHAT WILL I BE DOING?

Based on the level of your skills, knowledge, and prior experience you may:

Program applications and /or components - the level of which will be based on your skill, knowledge, and prior experience
Research new technologies, development tools, or technical problems
Work independently and collaboratively to implement assigned projects
Perform other related duties as assigned or requested

YOU MUST HAVE:

Minimum of 2 years of undergraduate work completed by the start of the Internship/Co-op
Currently enrolled in an accredited college or university with a major in Computer Science or related technical major
Knowledge in and passion for learning software and web development, design, and implementation
Highly motivated with a focus on quality
Excellent analytic and problem-solving skills
Excellent research skills
Ability to work effectively alone or collaboratively

ADDITIONALLY - it’s a plus if you have:

Coding experience with one or more of C, SQL, .NET, XML, HTML, JavaScript, CSS
Experience with various operating systems

ABOUT US:

Innovative Systems/FinScan is known for pioneering solutions that set the standard of software data and compliance solutions. FinScan, one of Innovative’s most recognized products, is used by enterprises in over 60 countries to identify potential money laundering and terrorist financing threats. By working at Innovative, that means that you too, are contributing to keeping our world safer.

A rare Pittsburgh gem - Innovative is one of the few truly global, privately-owned companies in the city that can boast on-going double-digit growth along with an amazing culture!

Our pace is fast, our work challenging, and our style highly autonomous and collaborative.

Innovative is a company that takes pride in its people and adding value for its clients around the globe. We look for exceptional individuals who see possibilities, not limits! Could this be YOU?

Innovative's world headquarters is in Pittsburgh, Pennsylvania, USA. Our regional offices are in London, UK; Mexico City, Mexico; Dubai, UAE, and São Paulo, Brazil.

Innovative is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics.

Powered by JazzHR

Npk9ELLTve"
213,Research Engineer Internship,"Flawless Santa Monica, CA On-site",Internship · Internship,"About the job
Do you want to help revolutionize the way that Film and TV are experienced across the globe? Do you dream of working with the world's best VFX artists and AI Scientists on challenging audio-visual learning and synthesis problems that will change the way we create visual content? Then look no further...We Are Flawless!

Here at Flawless, our first AI-based technology can visually translate a film or TV show into any language whilst preserving the original actor's performances, so you can enjoy it without annoying subtitles or poor dubbing! Our recent launch has attracted interest from several global streaming services & film studios, cementing our position as pioneers in a multi-billion dollar industry.

To take full advantage of this position and expand our tools in video content generation, Flawless is looking for smart, self-motivated, and committed Research Interns to join our research team in Los Angeles, US. Our interns are given challenging research problems and are provided with a clear project plan during the course of the internship. At Flawless, we want interns to succeed and we have high expectations for performance, either by advancing the state of the art or bringing unique scientific value to our business.

Requirements

To succeed you should:
Be enrolled in a Master or Ph.D. program in visual computing, 3D Vision, or related disciplines.
Research experience demonstrated through implementation of methods from top-tier conferences in computer vision/graphics, and deep learning.
Strong background in math, numerical optimization, and statistical methods.
Extensive experience with DL frameworks such as PyTorch, or Tensorflow.

Research focus areas include:
3D reconstruction and modeling
Audio-visual learning and synthesis
Generative and attention based modeling
Implicit and Volumetric modeling and rendering

Please be advised that only candidates with expertise in at least two of the areas above will be considered.

This internship has a flexible start date. Summer interns are welcome! Please note that recruitment will continue until the research team finds an ideal match.

Benefits

About Us:

Founded in 2018, Flawless AI is the first-of-a-kind visual effects company that provides a set of state-of-the-art tools to enable storytellers to control and edit the video content in movies. Our headquarters are in London (UK) with offices in LA (US) and Germany.

Flawless AI was born out of poor dubbing technology in filmmaking and video production, specifically in one of our co-founder's feature films. Our mission is to revolutionize the art of visual effects, storytelling tools and content distribution through artificial intelligence (AI).

Our current platform, TrueSync, is the first revolutionary visual translation product from its AI lab that leverages recent advances in audio-visual deep learning as well as the latest cutting edge technology in computer vision and graphics. TrueSync was selected as the top 100 best innovations of 2021 by TIME and received the best in Neural Network technology at the 2021 AI TECH Awards. See https://lnkd.in/eTCsQazc and https://aidevworld.com/awards/ for further information."
214,Computer Engineering and Software Development Intern,"Mandli Communications Fitchburg, WI On-site",Internship · Internship,"About the job
Looking for an enriching software development internship? Would you like to work for an industry leader specializing in cutting-edge 3D and geospatial technologies? Mandli Communications has openings for Computer Engineering and Software DevelopmentInterns.

This is a great opportunity to work with a small, close-knit, development team. Be part of a fun and challenging technology company in the Madison, Wisconsin area.

Bring your programming skills, passion, energy, and ideas to our team while:

Designing, coding, testing, and supporting applications and or embedded software in C++, Rust, Java, Swift, Python and several other languages
Working independently and as a team to identify and solve complex problems
Understanding and following best practices and principles of Object Oriented Programming
Conducting quality analysis and participating in software demos
Identifying ways to improve software and increase code quality
Working in a team-based, agile development environment
Working within different development stages to write and automate tests with code
Learning more about engineering fundamentals, while working on the cutting edge

Minimum Requirements

Currently pursuing a Bachelors or Masters degree in Computer Science or related Engineering Field
Desire to learn more about Object Oriented Programming design and development
Good communication skills, both written and oral
Must be legally authorized to work in the United States
Willing to undergo a pre-employment drug test

Preferred Qualifications

Exposure to Unit testing
Exposure to Databases- MySQL, Oracle
Desire for working in a team environment utilizing AGILE methodologies
Experience or interest in Geospatial or GIS systems and software

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.

Equal Opportunity Employer M/F/V/D"
215,Junior Blockchain Developer (Remote Internship – IT),"TalentKompass Deutschland Lucerne, CA Remote",Internship,"About the job
LOCATION: Remote Work

SCHEDULE: Part-time

Are you passionate about blockchain technology and seeking an unparalleled opportunity to gain hands-on experience while working with a prestigious Management Consulting firm? TalentKompass Deutschland, a top Human Resources company based in Germany, is searching for a motivated Blockchain Development Intern to join our esteemed client. This remote position offers an exceptional chance for someone who is eager to learn and grow in a dynamic and fast-paced environment.

As a Blockchain Development Intern, you will work closely with the consulting and development teams, where you will be responsible for a range of tasks, including designing, implementing, and testing blockchain solutions. You will have the extraordinary opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in blockchain development, smart contracts, and teamwork – all essential skills for a successful career in this field.

Responsibilities:

Assist in the design and implementation of blockchain solutions and smart contracts
Collaborate with cross-functional teams to gather requirements and develop solutions
Conduct research on emerging blockchain trends, technologies, and platforms
Participate in code reviews and contribute to the improvement of development processes
Test and debug blockchain applications to ensure optimal performance and security
Support the team with general administrative tasks as needed
Contribute to the creation of technical documentation and user guides

Requirements:

Basic understanding of blockchain principles and development practices
Familiarity with programming languages, such as Solidity, JavaScript, or Python, is a plus
Excellent written and verbal communication skills in English
Ability to work independently and as part of a team
Strong analytical and problem-solving skills
Knowledge of various blockchain platforms, such as Ethereum or Hyperledger, is a plus
Experience with version control systems, such as Git, is a plus

At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this incredible opportunity to jump-start your career in blockchain development – apply now!"
216,"Intern, Full Stack React Native Developer","Exclusive Resorts Denver, CO On-site",Internship · Internship,"About the job
Job Summary

We are looking for an intern who will help build and support React Native, React and GraphQL solutions. They will also get exposure to Amazon Web Services (AWS) technologies.

This is a fantastic opportunity for someone looking to enter the software development field and grow their coding skillset using modern technologies. Along with supporting internally developed app, you will be motivated to get involved in various levels of technical discussions, from architecture to hands-on coding while learning something new every day.

Roles And Responsibilities

Understanding of MacOS and Visual Code
Develop skills in areas such as Typescript, Javascript, Reactjs, React Native
Worked in JSON file structures,
Familiar with AWS Cloud (Lambda)
Willing to take on Mulesoft orchestrations as needed
Familiar with Bitbucket code repositories
Familiar with GraphQL using Apollo Client
Quick learner and self-starter
Great communication skills
Able to work mornings 8-10am M-F

Education, Skills, And Experience

Junior working towards a bachelor’s or master’s degree in STEM type field (Engineering, Computer Science, Physics, etc.) from an accredited four-year college program, or a recent college graduate with a Bachelor's degree in STEM degree program
Ability to work 20-30 hours per week

Exclusive Resorts

Exclusive Resorts is the World’s Elite Private Vacation Club. Since 2002, we have built an extensive Portfolio of 400+ residences and experiences, a team of exceptional staff and global partners, and a cultivated Membership to ensure the unrivaled quality of all we do. Since its inception, Exclusive Resorts has delivered nearly 300,000 vacations for its 4,000+ Members and their families.

Exclusive Resorts is a purpose-led organization—we have an unrelenting focus on people. We are tenacious in forming a team made up of the best and brightest. We hire ambitious individuals who challenge us to be better, and in turn, encourage their development and growth. We have cultivated a supportive, close-knit culture, which permeates outside our corporate walls to Club Members, whom we care for as family so they can focus on what matters most—quality time with loved ones.

How To Get Our Attention

Our hiring philosophy is based on our core belief that #talentmatters. We look for high integrity people who like to win, support the team, develop others while growing themselves, and are truly passionate about being the best.

If you think this is a fit and you are ready for this role, we invite you to apply. Visit our website, https://www.exclusiveresorts.com/employment. We look forward to hearing from you!"
217,"Full-Stack Dev (Java, Python, React, Angular) - Internal Use","Allata Dallas, TX Hybrid",Internship · Entry level,"About the job
Looking for a strong Java developer to join the Inspirus project.

They are using react on the front end but the team is somewhat split between frontend and backend but ideally this person can be full-stack.

Any AWS & DevOps experience is a plus.

Ideally finding a strong Associate level candidate."
218,Intern: Embedded Software-Firmware Developer,"KMC Controls New Paris, IN On-site",Internship · Internship,"About the job
KMC Controls is accepting applications for two (2) Firmware/Embedded Software Design Engineer Interns for the Summer of 2023.

This is a paid, in-person, on-location internship, located in New Paris, IN.

NOTE: Applicants must be authorized to work for any employer in the USA after graduation. We are unable to sponsor or take over sponsorship of an employment Visa at this time.

About KMC Controls

KMC Controls is an established and growing Building Automation Controls hardware and software manufacturer located in New Paris, Indiana. Since 1970, KMC has been building and delivering innovative solutions for intelligent building automation and Heating, Ventilation, and Air Conditioning (HVAC) controls. KMC is the only privately held, full-line building automation and controls manufacturer operating within the USA. Our product line includes embedded microprocessor controls as well as electro-mechanical and pneumatic solutions.

From our home in northern Indiana, we deliver these high-tech solutions to a global network of system integrators and distributors. In fact, our products are controlling buildings of all sizes and types around the world. We stay ahead of technological innovations through active engagement with industry-wide technology initiatives and partnerships."
219,Intern - WordPress / Front End / UI/UX Developer - 300523,"ANTI ELIXIR LLC Miami, FL On-site",Internship · Internship,"About the job
We are looking for an energetic Developer Intern to improve customer/follower engagement on website and social media platforms in order to build awareness and generate buzz for our emerging brand and products. This is a fantastic opportunity to work at a startup that is about to blow up with an amazing product and marketing campaign. If you are creative and passionate about entrepreneurship, startups, and software development, we want to hear from you.

You will have the opportunity to enhance customer-facing and e-commerce webpages (WordPress), augment social media profiles, develop applications, and suggest creative ways to attract more customers and promote our brand. Your goals should be able to increase traffic and customer engagement metrics aligned with our broader marketing strategies.

This position is highly flexible (full and part time opportunities available), allowing you to work the hours and location of your choosing, as long as you consistently deliver high quality product. If you are creative and passionate about conceptualizing, coding, and creating, we want to hear from you!

ANTI is not a typical company, and we challenge the status quo in everything we do. We believe wasting your time on tasks you don't enjoy will make you less happy and less productive. We recognize that no one is good at everything, so we encourage focusing and building on what you're great at. You will be given freedom to create and pursue exciting projects of your choice that optimize your strengths and passions so you can really show us and the world the best of what you can do.

Responsibilities

This is not a strictly defined role. There will be opportunities to engage and develop various projects at many different levels, depending on your skills and passions. In this role, you will be able to showcase your talent to:

Develop new user-facing features
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed and scalability
Collaborate with other team members and stakeholders
Improve existing webpages and user customer experience
Increase SEO
Design strategies and content (web and social media) to sustain curiosity and create buzz around new products and our brand
Suggest and develop new ways to attract prospective customers, such as promotions and competitions

Requirements

None! What can you do? Surprise us in your application!

Skills

We are always looking to add amazing people in all capacities, but this position is mostly likely a great fit for someone who possesses such skills as

Proficiency in HTML, CSS, JavaScript, React
Understanding of server-side CSS pre-processing platforms
Proficient understanding of scripting and JavaScript frameworks
Knowledge of testing techniques and frameworks for frontend development
Comfortable working in a dynamic startup environment
Ability to easily adjusts to ambiguity, and changing priorities
Understands the why and both user and business functionality of code, and asks the right questions to ensure useful, high quality output
Excellent English verbal and written communication skills

Skills And Qualifications (Preferred)

Degree in computer science or related field
Understanding of key design principles
Experience with graphic design applications such as Adobe Illustrator or Figma
Experience with responsive and adaptive design
Understanding of SEO principles
Intuitive problem-solving skills
Excellent interpersonal skills"
220,Embedded Software Engineer - Intern,"RFA Engineering Eden Prairie, MN On-site",Internship · Internship,"About the job
RFA Engineering (www.rfamec.com) is seeking 2 Embedded Software Engineering Interns to work from our Engineering Center in Eden Prairie, MN. You will be working with our displays team to create User Interface content for off highway machine operator's dashboards and displays that is similar to what is found in modern automobiles.

Job responsibilities include:

Use Qt and QML to create display components
Testing and troubleshooting of component attributes
Participation in daily standups and progress meetings
Creation of software documentation

Requirements

Currently enrolled junior or senior towards Bachelor's degree in Computer Science, Software Engineering, Electrical Engineering, Computer Engineering or related degree.
Successful completion of classes or demonstrated programming skills
Ability to meet deadlines and commitments
Strong verbal and written communication skills
Ability to work in a team environment
Aptitude to learn new things

Desired Attributes

Familiarity with Object Oriented Programming
Exposure to JavaScript
Familiarity with Web Design or GUI development
Extra-curricular experience and hobbies to support programming and electronics
General interest in the things we do as a company!

Why work for RFA?

About RFA Engineering

RFA Engineering has provided engineering services to industry leading customers since 1943. Our primary focus is project based product development of off highway equipment including agricultural, construction, mining, recreational, industrial, and special machines. Our work includes concept development, product design, documentation, problem-solving, simulation, optimization, and testing of components, systems and complete machines. Our engineering staff is located at our Engineering Center in Minneapolis, MN, Satellite office in Dubuque, IA, and at numerous customer sites throughout the U.S.

Equal Opportunity and Veteran Friendly"
