,job_title,job_comloc,job_experience,job_description
200,Accounting Intern - Albany,"Mauldin & Jenkins, LLC Albany, GA On-site",Internship · Internship,"About the job
Job Details

Job Location

Albany - Albany, GA

Position Type

Internship

Job Category

Accounting

Description

Mauldin & Jenkins, LLC is seeking candidates for their Internship Program. Candidates will be required to be currently enrolled in college pursuing a degree with a major or concentration in accounting. The candidate will have the opportunity to work in the field or office on engagements involving audits or management services or preparation of tax returns for tax clients. The duties and responsibilities of the Intern in the conduct of their assignments are outlined under three general headings: Knowledge of the Firm, General Responsibilities, and Job Responsibilities. The duties are listed in the details below.

General Responsibilities
All Interns will be responsible to be alert to the interest of clients and of the Firm and the profession. This requires the development of technical skills and personal qualifications, including the following:
A well-rounded knowledge of generally accepted accounting principles and generally accepted auditing standards as defined in accounting and auditing literature.
A working knowledge of federal and state income tax laws and regulations at a level sufficient for the preparation of tax returns.
An awareness of current developments in the accounting profession.
The ability to speak and write effectively.
Professional appearance in attitude, dress, poise and conduct.
Establishing a practice of accuracy in dealing with information (numeric and alphabetic).
Develop proficiency in use of available resources (e.g., Firm manuals, computer software, etc.)
Job Responsibilities
Assist with the study and evaluation of internal accounting controls.
Test compliance with internal controls when their evaluation has shown they can be relied upon if, in fact, they are working.
Prepare financial statements in accordance with generally accepted accounting principles.
Examine client reconciliations of bank accounts and investigate discrepancies.
Examine client reconciliations of subsidiary accounts to controls.
Schedule computations of accruals and document the underlying support for those accruals.
Prepare a schedule of write-offs of prepaid expenses and deferred charges.
Reviewing data input, identifying and resolving technical tax issues, and assisting in the review of tax preparations
Identifying, researching, and assessing various tax issues while also providing information to senior staff members
Meet deadlines for completion of tax returns and other projects as assigned
Additional duties as assigned
Qualifications

Basic Qualifications:
Currently pursuing a college degree with a major or concentration in accounting
All students must provide their own housing and transportation for the duration of the internship
Strong verbal and written communication skills
Overnight travel may be necessary
Knowledge of the Firm
Office Location: Albany, GA

Salary: Competitive - Paid time and half for overtime outside of 40 hours per week worked

Benefits

At M&J, we do not ask you to give up your personal life for your career; we encourage a healthy work/life balance by providing you with the tools, compensation, and benefits to achieve a high quality of life. To learn more about the benefits we provide, visit mjcpa.com/careers.

Mauldin And Jenkins Culture

Your goals and ideas matter at Mauldin & Jenkins – you are an integral part of our team, working with other like-minded professionals in a technologically advanced, dynamic and friendly environment. Our dynamic environment provides opportunities for our employees to succeed.

Mauldin & Jenkins, LLC is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race; color; religion; national origin; sex; pregnancy; sexual orientation; gender identity and/or expression; age; disability; genetic information, citizenship status; military service obligations or any other category protected by applicable federal, state, or local law."
201,"BDO USA, LLP, Core Tax Intern - Summer 2024 (Jacksonville) - Application via WayUp","WayUp Jacksonville, FL On-site",$22/hr - $39/hr (from job description) · Internship · Internship,"About the job
This role is with BDO USA, LLP. WayUp is partnering with BDO USA, LLP to hire top talent.

JOB SUMMARY: BDO is a place for energetic self-starters who can think and act like entrepreneurs. The Core Tax Services Intern will be responsible for utilizing his / her educational background as well as organizational skills in the service of firm's client base through the preparation of returns and extensions under the supervision of more experienced Core Tax Services professionals. This opportunity will allow you to gain a unique hands-on perspective on our firm’s practices and people, as well as beginning to forge the critical relationships that will help maximize your chance for success in your career. JOB DUTIES:
Tax Compliance
Ensures both that (a) clients comply with all applicable authorities, while at the same time minimizing their tax and reporting burdens, and (b) self and client service teams comply with all Firm policies, standards, and the BDO Tax Quality Manual (“TQM”).
Effectively uses referencing system and workpapers that ties to the return
Completes tasks and organizes file to minimize rework by reviewer;
Ensures data is collected to comply with filing requirements;
Takes initiative on impending due dates/engagement letters
Works with tax software applications to complete simple tax returns for review
Performs quarterly estimates and prepares extensions
Assists with responses to notices from the Internal Revenue Service
Assists in the projection of year-end filings
ASC 740-10 (FAS 109 and FIN 48) Tax Accruals
Correctly and proactively applies Firm policies, standards, and the BDO Tax Quality Manual (TQM) regarding FAS 109 and FIN 48.
Assists with components of income tax provisions.
Tax Consulting
Assists with developing, recommending, and implementing efficient and effective methods to maximize client benefits, especially by decreasing clients’ current and future taxes.
Operates online research tools to gather pertinent tax information;
Monitors tax law and client factual developments on a regular basis, daily or weekly but at least bi-weekly;
Develops and communicates to client service team personnel, viewpoints regarding how those developments might affect clients;
Other duties as required SUPERVISORY RESPONSIBILITIES:
N/A QUALIFICATIONS, KNOWLEDGE, SKILLS AND ABILITIES: EDUCATION:
Enrolled in a Bachelors or Masters program in Accounting or other relevant field required
Pursuing a masters degree in Accounting or other relevant field preferred EXPERIENCE:
Leadership experience preferred LICENSE/CERTIFICATIONS:
Actively pursuing school credits to become a CPA SOFTWARE:
Proficient in Microsoft Office Suite, specifically Word, Excel and PowerPoint LANGUAGE:
N/A OTHER PREFERRED KNOWLEDGE, SKILLS & ABILITIES:
Strong written and verbal communication skills
Ability to follow instructions as directed
Ability to work effectively in a team setting
Positive attitude and willingness to learn
Seeks advice of appropriate superiors regarding issues related to compliance
Ability to prepare simple tax returns Individual salaries that are offered to a candidate are determined after consideration of numerous factors including but not limited to the candidate’s qualifications, experience, skills, and geography. California Range: $31.00/hr - $39.00/hr Colorado Range: $22.00/hr - $27.00/hr New York City/ Valhalla Range: $32.00/hr Washington Range: $31.00/hr - $39.00/hr"
202,Finance/Accounting Intern,"Delaware Valley Regional Center Radnor, PA On-site",Internship,"About the job
This is an internship position with potential to covert into a permanent position. Hybrid schedule (at least 3 days on-site per week)
This internship position starts as soon as possible.
Core Responsibilities of this position
· Collect and documents bank transaction records and receipts
· Consolidate and reconcile financial data from underlying funds
· Maintain proper and timely documentation in multiple segments of the company’s operation including but not limited to banking, accounting, and marketing.
· Prepare reports and provide simple data analysis on finance and accounting
· Perform basic data input function including basic bookkeeping activities.
· Organize and maintain the company’s file system
· Coordinate with internal staff and outside service to solve and assist the team and operation including marketing and video production
· Prepare and update information as directed by senior staff. Documents including but not limited to brochures, presentations, and other materials as needed.
· Assist in other duties as needed
Qualifications & Experiences
· Finance or business major preferred
· Recent or Upcoming 2023 college graduates
· Good understanding with Excel and simple financial modeling
· Highly organized and detail-oriented
· Strong prioritization and time-management skills
· Strong interpersonal and customer service skills
· Self-motivated and able to work independently or within a team
· Good understanding of information technology (IT) to resolve issues under senior staff’s direction is a plus, understanding of Python is a plus
· Foreign language skills in either Korean or Chinese is preferred but not required, other languages skills are evaluated case by case
· Proficient with Microsoft Office 365 applications, including Word, Excel, PowerPoint and Outlook. MS Access skills preferred but not required, must be willing to learn.
· Currently in the area near Philadelphia and would be able to come onsite

About DVRC:
The Delaware Valley Regional Center (DVRC) is a Pennsylvania-based investment management firm which finances and invests into regionally significant infrastructure projects located in the Delaware Valley area. DVRC is looking for an Finance Intern who will assist the team to carry out daily finance related execution. The ideal candidate will be detail-oriented and punctual for various responsibilities.

Job Type: Internship - Paid

Schedule:
Monday to Friday 9am - 5pm
Work Location: Hybrid, and office in Wayne PA 19087. 1 minutes walk from Radnor Train Station."
203,Accounting Intern- Accounts Receivable,"CSI Leasing, Inc. St Louis, MO On-site",$17/hr - $21/hr · Internship · Internship,"About the job
As one of the largest independent leasing specialists in the world, CSI employees work to provide our customers with superior service and intelligent solutions. We are their resource, not only for financial solutions, but for help with asset management, end-of-life data security, disposal and more – all on a global scale. CSI has been investing in our employees for five decades, start your journey with us today!

What to expect in this role on a given day:

Some Of Your Responsibilities Will Include

Work closely with our global accounting team in our St. Louis office. In this fast-paced environment, you will work closely with customers, both internal & external to ensure that required deadlines are met to ensure compliance and timely submittals for CSI and our customers. Your ability to “juggle multiple balls in the air without dropping them” will be instrumental in your work.

Updating customer changes in system
Uploading invoices into 3rd Party Systems, working with customers to resolve issues for rejected invoices
Create revised invoices for customers
Fill in for other projects as needed

You will be a good fit for this position if you:

Are currently pursuing a degree in Business, Finance, Accounting, or a similar field
Are dependable, detail oriented, able to work independently
Have a working knowledge of Microsoft Excel

How We Take Care Of Our People

Competitive pay & benefits package includes:

Medical, dental, and vision coverage for you & your family

Virtual medical and mental health care coverage

Pre-tax medical & dependent care flexible spending accounts

Health Reimbursement Arrangement

Company matched 401(k) retirement savings account

Company-paid short & long-term disability and life insurance

Employee Assistance Program

Paid Time Off

Hybrid work schedule

On-site fitness center

Wellness program

Company events

Equal Opportunity Employer, including disability/vets"
204,Accounting Intern,"University of North Carolina at Chapel Hill Chapel Hill, NC On-site",$16/hr - $18/hr (from job description) · Internship · Internship,"About the job
Posting Information

Posting Information

Department Med Ad - Finance Service Ctr - 420109

Career Area Accounting/Finance/Auditing

Posting Open Date 05/30/2023

Application Deadline 06/13/2023

Position Type Temporary Staff (SHRA)

Position Title Accounting Intern

Position Number 20022644, 20023521

Vacancy ID S021593

Full-time/Part-time Part-Time Temporary

Hours per week 15-20 hours per week

Work Schedule

15-20 hours per week

Position Location

Hiring Range $16-$18 per hour

Proposed Start Date

Estimated Duration of Appointment 6 months not to exceed 11 months

Position Information

Primary Purpose Of Organizational Unit

The UNC School of Medicine has a rich tradition of excellence and care. Our mission is to improve the health and wellbeing of North Carolinians, and others whom we serve. We accomplish this by providing leadership and excellence in the interrelated areas of patient care, education, and research. We strive to promote faculty, staff, and learner development in a diverse, respectful environment where our colleagues demonstrate professionalism, enhance learning, and create personal and professional sustainability. We optimize our partnership with the UNC Health System through close collaboration and commitment to service.

OUR VISION

Our vision is to be the nation’s leading public school of medicine. We are ranked 2nd in primary care education among all US schools of medicine and 5th among public peers in NIH research funding. Our Allied Health Department is home to five top-ranked divisions, and we are home to 18 top-ranked clinical and basic science departments in NIH research funding.

OUR MISSION

Our mission is to improve the health and well-being of North Carolinians and others whom we serve. We accomplish this by providing leadership and excellence in the interrelated areas of patient care, education, and research.

Patient Care: We will promote health and provide superb clinical care while maintaining our strong tradition of reaching underserved populations and reducing health disparities across North Carolina and beyond.

Education: We will prepare tomorrow’s health care professionals and biomedical researchers by facilitating learning within innovative curricula and team-oriented interprofessional education. We will cultivate outstanding teaching and research faculty, and we will recruit outstanding students and trainees from highly diverse backgrounds to create a socially responsible, highly skilled workforce.

Research: We will develop and support a rich array of outstanding health sciences research programs, centers, and resources. We will provide infrastructure and opportunities for collaboration among disciplines throughout and beyond our University to support outstanding research. We will foster programs in the areas of basic, translational, mechanistic, and population research.

Position Summary

This is a student internship position.

ACCOUNTING INTERN

Assisting Pre-Award Specialist in the development, preparation, and submission of grant and contract proposals
Track deadlines to ensure proposals are submitted on time
Data entry into Ramses, Cayuse, Grants.gov and other system to meet submission deadlines
Email and phone communications with outside entities to ask for documentation for submissions
Creating and updating Other Support documents
Updating biosketches
Reconcile post award funds and manage documentation

Minimum Education And Experience Requirements

High school diploma or equivalency and one year of related office experience; or equivalent combination of training and experience.

The FBO FSC is looking for a capable UNC student that:

Has strong interpersonal skills and analytical technical ability (problem-solving/research skills, etc.)
Is self-motivated, eager to contribute and learn, and brings a strong sense of initiative
Easily conceptualizes both the “bigger picture” and how more detailed technical endeavors contribute to the whole
Has an exceptional work ethic and is energized by team success

Required Qualifications, Competencies, And Experience

Proficiency with Microsoft Office, especially Word and Excel. Excellent oral and written communication skills. Excellent organizational skills.

Preferred Qualifications, Competencies, And Experience

Bachelor’s degree in Business Administration or Accounting or Associate’s degree in Business Administration or Accounting and one year of experience. Knowledge of University systems and procedures. Demonstrated experience with monitoring and managing financial accounts for completeness, accuracy, and compliance with accounting standards and regulations and/or program laws and regulations. Demonstrated ability to manage reporting of complex financial area or program(s), including preparation and analysis of financial statements and reports. Ability to justify and defend financial information. Demonstrated ability to resolve programmatic and financial problems of considerable complexity requiring research, analysis, and implementation of change. Ability to develop and implement procedure changes. Ability to train, assign, supervise, and review the work of others.

Special Physical/Mental Requirements

Campus Security Authority Responsibilities

Special Instructions

Quick Link https://unc.peopleadmin.com/postings/258249

Temporary Employment Policies

Temporary Employment Policies

Posting Contact Information

Office of Human Resources Contact Information

If you experience any problems accessing the system or have questions about the application process, please contact the Office of Human Resources at (919) 843-2300 or send an email to employment@unc.edu

Please note: The Office of Human Resources will not be able to provide specific updates regarding position or application status.

Equal Opportunity Employer Statement

The University of North Carolina at Chapel Hill is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to age, color, disability, gender, gender expression, gender identity, genetic information, race, national origin, religion, sex, sexual orientation, or status as a protected veteran."
205,Summer College Intern - Capital Programming,"Orange County Transportation Authority Orange, CA On-site",$17/hr - $20/hr (from job description) · Internship · Internship,"About the job
Job Description Overview

OCTA's Summer College Intern Program is a ten-week paid student/intern program. You will gain real world work experience on meaningful projects under the guidance of transportation professional. You will have the opportunity to use problem solving, communication and decision-making skills as you gain valuable work experience.

As a Summer College Intern, you will be exposed to OCTA's career opportunities in the transportation industry. You will gain deeper awareness of transportation's many facets through your OCTA orientation, projects and teams, and internal networking.

Under direct supervision, students will perform a variety of professional, entry-level duties to obtain practical experience related to their major field of study and interest, and the sponsoring department's current business operations within OCTA and the Transportation Industry. Employment will be full-time, approximately 40 hours per week, for the duration of the ten-week program.

This opportunity will provide exposure to the general practices of the Capital Programming Department in the Planning Division. OCTA defines capital programming as the strategic alignment of funding sources to eligible projects, consistent with specific fund source guidelines, availability and timing. The intern will gain an understanding of how funding works for planning and project development.

The pay range is from $17.00 - $20.00 per hour depending on your education level. This position is not eligible for employee benefits.

This position will remain open until it is filled.

Responsibilities

This list is intended to indicate the general nature and level of work performed by employees within this classification and is not designed to be interpreted as an exhaustive listing of all tasks required of employees assigned to this job.

Assists in the administration and evaluation of transportation funding programs.
Prepares programming documents, applications, requests, submittals, and guidelines for funding.
Coordinates programming efforts and communicates with agencies, project managers, and others.
Prepares written reports, analysis, maps, charts, presentations, correspondence, queries, and other materials.
Updates, maintains, tracks and reports on projects and project funding.

Interest In

Learning about Capital Programming.
Learning the methods, materials, equipment, and techniques used in the Capital Programming.

Ability To

Perform entry-level professional work.
Acquire increasingly complex and technical knowledge and skills.
Assume progressively responsible duties.

Qualifications

Requirements to qualify for the Summer College Intern Program are as follows:

College students must be enrolled full-time in a two or four-year college program, at an accredited college or university, and follow a course of study leading to an undergraduate or graduate degree.
Students that graduate with their bachelor’s degree from an accredited college in the fall of 2022 or the spring of 2023, are eligible.
College students enrolled full-time and pursuing a master’s degree from an accredited college.

Desirable degree program for this assignment includes all majors.

Special Qualifications

College students pursuing a course of study leading to an undergraduate degree must maintain a cumulative grade point average (GPA) of 2.5 or better.
College students pursuing a course of study leading to a graduate degree must have a cumulative GPA of 3.0.
Must submit most recent college transcript.

Working Conditions/Physical Activities

(The physical demands described are representative of those that must be met by the employee to successfully perform the essential functions of this job. OCTA provides reasonable accommodation to enable individuals with disabilities to perform the essential functions).

Positions In This Class Typically Require

Work may be performed in a stressful, fast-paced office environment, depending upon assignment.
Requires ability to understand verbal communication and to respond effectively.
Positions in this class typically require: Reaching, Finger Dexterity, Grasping, Feeling, Talking, Hearing, Seeing, and Repetitive Motions in computer use.

Disclaimer

The above statements are intended to indicate the general nature and level of work performed by employees within this classification. They are not designed to contain or be interpreted as an exhaustive list of all duties, responsibilities, skills and qualifications required of employees assigned to this job.

OCTA is an equal employment opportunity employer that recruits, hires, and promotes qualified people without regard to race, color, religion, creed, ancestry, national origin, age, sex, pregnancy, gender, gender identity and/or expression, sexual orientation, marital status, medical condition, disability, genetic information, military and veteran status, or other legally protected status.
Desired Skills and Experience
UNAVAILABLE"
206,"BDO USA, LLP, Core Tax Intern - Summer 2024 (Atlanta) - Application via WayUp","WayUp Atlanta, GA On-site",$22/hr - $39/hr (from job description) · Internship · Internship,"About the job
This role is with BDO USA, LLP. WayUp is partnering with BDO USA, LLP to hire top talent.

JOB SUMMARY: BDO is a place for energetic self-starters who can think and act like entrepreneurs. The Core Tax Services Intern will be responsible for utilizing his / her educational background as well as organizational skills in the service of firm's client base through the preparation of returns and extensions under the supervision of more experienced Core Tax Services professionals. This opportunity will allow you to gain a unique hands-on perspective on our firm’s practices and people, as well as beginning to forge the critical relationships that will help maximize your chance for success in your career. JOB DUTIES:
Tax Compliance
Ensures both that (a) clients comply with all applicable authorities, while at the same time minimizing their tax and reporting burdens, and (b) self and client service teams comply with all Firm policies, standards, and the BDO Tax Quality Manual (“TQM”).
Effectively uses referencing system and workpapers that ties to the return
Completes tasks and organizes file to minimize rework by reviewer;
Ensures data is collected to comply with filing requirements;
Takes initiative on impending due dates/engagement letters
Works with tax software applications to complete simple tax returns for review
Performs quarterly estimates and prepares extensions
Assists with responses to notices from the Internal Revenue Service
Assists in the projection of year-end filings
ASC 740-10 (FAS 109 and FIN 48) Tax Accruals
Correctly and proactively applies Firm policies, standards, and the BDO Tax Quality Manual (TQM) regarding FAS 109 and FIN 48.
Assists with components of income tax provisions.
Tax Consulting
Assists with developing, recommending, and implementing efficient and effective methods to maximize client benefits, especially by decreasing clients’ current and future taxes.
Operates online research tools to gather pertinent tax information;
Monitors tax law and client factual developments on a regular basis, daily or weekly but at least bi-weekly;
Develops and communicates to client service team personnel, viewpoints regarding how those developments might affect clients;
Other duties as required SUPERVISORY RESPONSIBILITIES:
N/A QUALIFICATIONS, KNOWLEDGE, SKILLS AND ABILITIES: EDUCATION:
Enrolled in a Bachelors or Masters program in Accounting or other relevant field required
Pursuing a masters degree in Accounting or other relevant field preferred EXPERIENCE:
Leadership experience preferred LICENSE/CERTIFICATIONS:
Actively pursuing school credits to become a CPA SOFTWARE:
Proficient in Microsoft Office Suite, specifically Word, Excel and PowerPoint LANGUAGE:
N/A OTHER PREFERRED KNOWLEDGE, SKILLS & ABILITIES:
Strong written and verbal communication skills
Ability to follow instructions as directed
Ability to work effectively in a team setting
Positive attitude and willingness to learn
Seeks advice of appropriate superiors regarding issues related to compliance
Ability to prepare simple tax returns Individual salaries that are offered to a candidate are determined after consideration of numerous factors including but not limited to the candidate’s qualifications, experience, skills, and geography. California Range: $31.00/hr - $39.00/hr Colorado Range: $22.00/hr - $27.00/hr New York City/ Valhalla Range: $32.00/hr Washington Range: $31.00/hr - $39.00/hr"
207,Summer Intern,"Oasis Systems LLC Cape Canaveral, FL On-site",Internship · Internship,"About the job
Oasis Systems has an exciting opportunity for a Summer Intern located at the Kennedy Space Center in Merritt Island, FL.

** This temporary summer position is for a student studying in a science or engineer field. Work will be performed onsite at Kennedy Space Center in the Engineering, Scientific, and Research Laboratories. **

LOCATION Kennedy Space Center, Merritt Island, FL.

JOB STATUS Temporary (8 weeks) position working full-time hours

TRAVEL None

REQUIRED QUALIFICATIONS (Education, Certifications, Experience, Skills)

Enrollment in a degree program in science or engineering. Scientific disciplines include biology, biochemistry, botany, chemistry, physics, materials, corrosion, microbiology, plant physiology, plant and soil science, or related fields. Engineering disciplines include mechanical, electrical, aerospace, propulsion, structures, materials, corrosion, nondestructive evaluation, thermal, fluids, and chemical.

SECURITY CLEARANCE U.S. Citizenship is required for all applicants

EDUCATION Enrollment in a degree program in science or engineering.

CERTIFICATIONS n/a

EXPERIENCE LEVEL Student

OTHER QUALIFICATIONS/SKILLS

Strong interpersonal and communication skills; ability to work in a team environment, ability to foster strong relationships with mixed technological experience such as auditors, business professionals, and engineers.
Ability to work independently and in a well-organized way with minimal direction.
Self-starter/self-motivated.

RESPONSIBILITIES

Provide support to the laboratories that they work in such as organizing, inventorying chemicals, developing documentation
Perform tasks as directed
Safely perform all work in compliance with laboratory best practices and local policies and procedures

What we offer

Competitive salaries.
Continuing education assistance.
Professional development allotment.
Multiple healthcare benefits packages.
401K with employer matching.
Paid time off (PTO) along with a federally recognized holiday schedule.

Who We Are

Oasis Systems is a premier provider of customer-driven, cost-effective, and quality Engineering Services; Enterprise Systems and Applications; Human Factors Engineering; Information Technology and Cyber Security; Professional Services; and Specialized Engineering Solutions to the Department of Defense, Federal Aviation Administration, Nuclear Regulatory Commission, and other Federal Agencies.

We strive to be an exciting and welcoming company that attracts, develops, motivates and retains the most talented, skilled and dedicated people in the industry; where they are encouraged to achieve personal excellence, purpose, and their full potential and career aspirations, while supporting mission-critical national security technologies and programs.

Oasis Systems is an Equal Employment Opportunity/Affirmative Action Employer. We provide equal employment opportunities to all employees and applicants for employment and prohibit discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training."
208,Intern - Summer,"Hikma Pharmaceuticals Cherry Hill, NJ On-site",Internship · Internship,"About the job
Background

The Summer Intern will:

Follow cGMP and GDP practices
Perfoms pyhsical and chemical (ph, wet chemistry and other testings).
Work with standards, reagents and samples inventory - files and folder arrangements
Perform minor housekeeping and glassware cleaning

Qualitfication/Requirements

Minimum of 1 year of college working towards a Science related BS or BA degree. Ability to follow directions and work independently. Computer skills are must. Must be a College Student who has completed one year of College and is scheduled to return in the Fall."
209,"Wonderful Scholar Summer Internship, Water/ Government Affairs Intern","Wonderful Orchards Shafter, CA",$17/hr (from job description) · Internship · Internship,"About the job
Company Description

With approximately 100,000 planted acres in California's San Joaquin Valley, Wonderful Orchards is the world's largest grower of almonds, pistachios and pomegranates. 35 years strong, and still growing! Wonderful Orchards is a part of The Wonderful Company, a privately held $5 billion global company dedicated to harvesting health and happiness around the world through its iconic consumer brands which include Wonderful Pistachios, Wonderful Halos, POM Wonderful, FIJI Water, Teleflora, and JUSTIN Wine.

Job Description

The Role

We are seeking a motivated and responsible Wonderful Scholar for full-time summer internship. In this position, you will gain hands on professional experience and learn how the department runs.

This position is located at Wonderful Orchards Office in Shafter, CA.

Duties And Responsibilities

Student interns for the water/government affairs team will assist managers and directors in various aspects of water resources management and government affairs for Wonderful Orchards, including attendance at meetings and conferences, technical and financial analysis, research and writing, and preparation of presentations. Interns will engage interact with external customers, various departments and management levels including ranch support, accounting, and ranch management.

Qualifications

Requirements and Qualifications

Must be Wonderful Scholar enrolled in the College Success program.
Must be 18 years of age or older.
Excellent written and verbal communication skills.
Self-directed and able to work autonomously.
Energetic and eager to tackle new projects and ideas.
COVID vaccination will be required for this position unless candidate has a legally valid exemption.
This role pays $17.00/hr

Additional Information

Why choose Wonderful?

The Wonderful Company is a successful, entrepreneurial, privately held company with healthy, iconic, authentic brands, and ethical, creative, innovative business practices. We are passionate about sustainability, social responsibility, philanthropy, and wellness -- for our employees, their communities, and consumers around the world.

We are harvesting a better world - We use the power of business to make the world a better place.
We nourish, naturally - We believe that what you put into your body matters. The most nutritious -- and best-tasting -- foods are those from nature.
We play to win - Our employees set ambitious goals and meet challenges with unified purpose and unmatched energy.
We act differently - With courage and fearlessness, we are relentless in our quest to inspire healthier. food and beverage choices. As a privately held organization, we have the freedom and the power to make quick and effective decisions.

To learn more about The Wonderful Company, its products and core values, visit www.wonderful.com or follow us on Facebook, Twitter and Instagram

Please click here to view our Privacy Notice.

Wonderful Orchards and The Wonderful Company is an Equal Opportunity Employer and with opportunities for advancement. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, protected veteran status, or other protected categories.

EEO is the law - click here for more information"
210,Summer Intern,"First Community Bank of South Carolina Augusta, GA On-site",Internship · Internship,"About the job
Position Summary

Responsible for providing quality transactions and efficiency to customers who prefer personal interaction with the Bank. Also responsible for proactively recognizing additional financial needs of customers and referring them to other Bank staff as applicable.

Essential Duties And Responsibilities (Other Duties May Be Assigned.)

Ensure accurate and timely processing of basic teller transactions such as accepting deposits and loan payments, verifying cash and endorsements, cashing checks within approval limit or obtaining authorization as needed, issuing official checks, taking large commercial deposits, cash advances, etc.
Balance daily work in accordance with established Bank policies and procedures.
Handle proportionate volume of work based on banking office demands to include WebCapture.
Resolve customer issues and problems in a professional manner or refer to appropriate staff to guarantee customer satisfaction and retention.
Support team sales process by identifying and acting upon customer needs or by making the appropriate referral. Participate in team and individual sales goals.
Follow bank policies and procedures, security guidelines, and comply with all federal, state and local regulations.
Opportunity for cross-training for Customer Service Representative and Teller Supervisor functions.

Qualifications

High school diploma or equivalent required.
Cash handling experience preferred.
Effective oral and written communication skills.
Excellent customer service and interpersonal skills.
Demonstrate willingness and desire to interact in a team environment.
Ability to prioritize and multi-task.
Ability to compute basic to moderately complex math calculations.
Basic problem-solving and analytical skills.
Ability to interpret and follow a variety of instructions furnished in written, oral, diagram, or schedule form.
Proficiency in using personal computers and office products (e.g., Word, Excel)."
211,Audit Intern (Summer 2024),"CapinCrouse LLP Ontario, CA On-site",$25/hr - $27/hr (from job description) · Internship · Internship,"About the job
SUMMER 2024 INTERNSHIP!

About This Opportunity

CapinCrouse is a national full-service CPA and consulting firm devoted to serving nonprofit organizations. The Audit Intern will receive a first-hand look at a potential career path into audit. You’ll get extensive experience at an accelerated pace!

What You Will Do
Provide high-quality service to clients as a productive member of assigned audit teams
Actively participate in office events and initiatives as a productive team member of the practice office
Actively pursue professional development with an initial focus on CPA certification
Actively develop auditing knowledge and skills so as to assume increasingly more complex audit and other assurance responsibilities

What We Look For
Two or more years of university education completed by the time of starting the internship required
Actively pursuing a bachelor’s degree in accounting or finance required
Strong academic credentials required
Relevant work experience (i.e., internships, summer positions, school jobs) is desired
Must meet the minimum requirements to sit for the CPA exam before pursuing full-time employment with CapinCrouse
Ability to learn and use computer software (e.g., Microsoft Excel)
Ability to work on a team and independently
Excellent interpersonal, oral and written communications skills
Exceptional organizational and time management skills; exhibiting the ability to manage a heavy workload
Willingness to travel when necessary
Passion to serve others, especially nonprofit organizations

What we offer

At CapinCrouse, we are empowered professionals providing innovative service to organizations whose outcomes are measured in lives changed. We offer our employees a challenging and enriching career opportunity to truly make a difference. Our commitment to invest in your personal and professional development includes:
Team Outings and Office Serve Days
Assistance or reimbursement for the CPA review Course and exam
Learn from a Professional Development Coach
A flexible work environment
An award-winning firm, including recognition by INSIDE Public Accounting (IPA) as a Top 200 Firm and by Accounting Today as a Top Regional Leader, and Best Workplace Certification by the Best Christian Workplaces Institute

The wage range for this role takes into account the wide range of factors that are considered in making compensation decisions including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs. The disclosed range estimate has not been adjusted for the applicable geographic differential associated with the location at which the position may be filled. At CapinCrouse LLP, it is not typical for an individual to be hired at or near the top of the range for their role and compensation decisions are dependent on the facts and circumstances of each case. CapinCrouse LLP reserves the right to make changes to the salary range based on business needs. A reasonable estimate of the current range is $25.00 to $27.00."
212,Summer Intern,"First Community Bank of South Carolina Lexington, SC On-site",Internship · Internship,"About the job
Position Summary

Responsible for providing quality transactions and efficiency to customers who prefer personal interaction with the Bank. Also responsible for proactively recognizing additional financial needs of customers and referring them to other Bank staff as applicable.

Essential Duties And Responsibilities (Other Duties May Be Assigned.)

Ensure accurate and timely processing of basic teller transactions such as accepting deposits and loan payments, verifying cash and endorsements, cashing checks within approval limit or obtaining authorization as needed, issuing official checks, taking large commercial deposits, cash advances, etc.
Balance daily work in accordance with established Bank policies and procedures.
Handle proportionate volume of work based on banking office demands to include WebCapture.
Resolve customer issues and problems in a professional manner or refer to appropriate staff to guarantee customer satisfaction and retention.
Support team sales process by identifying and acting upon customer needs or by making the appropriate referral. Participate in team and individual sales goals.
Follow bank policies and procedures, security guidelines, and comply with all federal, state and local regulations.
Opportunity for cross-training for Customer Service Representative and Teller Supervisor functions.

Qualifications

High school diploma or equivalent required.
Cash handling experience preferred.
Effective oral and written communication skills.
Excellent customer service and interpersonal skills.
Demonstrate willingness and desire to interact in a team environment.
Ability to prioritize and multi-task.
Ability to compute basic to moderately complex math calculations.
Basic problem-solving and analytical skills.
Ability to interpret and follow a variety of instructions furnished in written, oral, diagram, or schedule form.
Proficiency in using personal computers and office products (e.g., Word, Excel)."
